Value stream,Linea Produccion,PN
JOINT REPAIR,L08 celda 14,72203708
JOINT REPAIR,L08 celda 14,72203801
JOINT REPAIR,L08 celda 14,72205020
JOINT REPAIR,L08 celda 14,7210707
JOINT REPAIR,L08 celda 14,7210708
JOINT REPAIR,L08 celda 14,72203378
JOINT REPAIR,L08 celda 14,72203380
JOINT REPAIR,L08 celda 14,7207315
JOINT REPAIR,L08 celda 14,72201406
JOINT REPAIR,L08 celda 14,72201407
JOINT REPAIR,L08 celda 14,72202595
JOINT REPAIR,L08 celda 14,72202599
JOINT REPAIR,L08 celda 14,72202605
JOINT REPAIR,L08 celda 14,72202623
JOINT REPAIR,L08 celda 14,72202625
JOINT REPAIR,L08 celda 14,72202630
JOINT REPAIR,L08 celda 14,72202893
JOINT REPAIR,L08 celda 14,72202894
JOINT REPAIR,L08 celda 14,72202895
JOINT REPAIR,L08 celda 14,72202898
JOINT REPAIR,L08 celda 14,72202899
JOINT REPAIR,L08 celda 14,72203981
JOINT REPAIR,L08 celda 14,72203982
JOINT REPAIR,L08 celda 14,72203983
JOINT REPAIR,L08 celda 14,72203984
JOINT REPAIR,L08 celda 14,7210709
JOINT REPAIR,L08 celda 14,72200777
JOINT REPAIR,L08 celda 14,72200779
JOINT REPAIR,L08 celda 14,72200785
JOINT REPAIR,L08 celda 14,72200436
JOINT REPAIR,L08 celda 14,72200437
JOINT REPAIR,L08 celda 14,72200439
JOINT REPAIR,L08 celda 14,72200440
JOINT REPAIR,L08 celda 14,72202998
JOINT REPAIR,L08 celda 14,7209874
JOINT REPAIR,L08 celda 14,72202825
JOINT REPAIR,L08 celda 14,72200761
JOINT REPAIR,L08 celda 14,72200762
JOINT REPAIR,L08 celda 14,72200763
JOINT REPAIR,L08 celda 14,72200766
JOINT REPAIR,L08 celda 14,72200769
JOINT REPAIR,L08 celda 14,72200796
JOINT REPAIR,L08 celda 14,72201541
JOINT REPAIR,L08 celda 14,72201542
JOINT REPAIR,L08 celda 14,72201543
JOINT REPAIR,L08 celda 14,72203280
JOINT REPAIR,L08 celda 14,72203281
JOINT REPAIR,L08 celda 14,72200750
JOINT REPAIR,L08 celda 14,72200752
JOINT REPAIR,L08 celda 14,72205021
JOINT REPAIR,L08 celda 14,13186
JOINT REPAIR,L08 celda 14,72200134
JOINT REPAIR,L08 celda 14,72201206
JOINT REPAIR,L08 celda 14,72201207
JOINT REPAIR,L08 celda 14,72201208
JOINT REPAIR,L08 celda 14,72201209
JOINT REPAIR,L08 celda 14,72201210
JOINT REPAIR,L08 celda 14,72201211
JOINT REPAIR,L08 celda 14,72202038
JOINT REPAIR,L08 celda 14,72202039
JOINT REPAIR,L08 celda 14,72202040
JOINT REPAIR,L08 celda 14,72202082
JOINT REPAIR,L08 celda 14,72203785
JOINT REPAIR,L08 celda 14,72203786
JOINT REPAIR,L08 celda 14,72201811
JOINT REPAIR,L08 celda 14,14200
JOINT REPAIR,L08 celda 14,14201
JOINT REPAIR,L08 celda 14,14203
JOINT REPAIR,L08 celda 14,14204
JOINT REPAIR,L08 celda 14,7205485
JOINT REPAIR,L08 celda 14,7205488
JOINT REPAIR,L08 celda 14,7207001
JOINT REPAIR,L08 celda 14,7207002
JOINT REPAIR,L08 celda 14,7207003
JOINT REPAIR,L08 celda 14,7207004
JOINT REPAIR,L08 celda 14,7207005
JOINT REPAIR,L08 celda 14,7207006
JOINT REPAIR,L08 celda 14,7207007
JOINT REPAIR,L08 celda 14,7207008
JOINT REPAIR,L08 celda 14,7207009
JOINT REPAIR,L08 celda 14,7209779
JOINT REPAIR,L08 celda 14,7209414
JOINT REPAIR,L08 celda 14,7209415
JOINT REPAIR,L08 celda 14,7209416
JOINT REPAIR,L08 celda 14,72200027
JOINT REPAIR,L08 celda 14,72200839
JOINT REPAIR,L08 celda 14,72200840
JOINT REPAIR,L08 celda 14,72200841
JOINT REPAIR,L08 celda 14,72200842
JOINT REPAIR,L08 celda 14,72200843
JOINT REPAIR,L08 celda 14,72200844
JOINT REPAIR,L08 celda 14,7204895
JOINT REPAIR,L08 celda 14,7204896
JOINT REPAIR,L08 celda 14,7205360
JOINT REPAIR,L08 celda 14,7209485
JOINT REPAIR,L08 celda 14,7210752
JOINT REPAIR,L08 celda 14,14771
JOINT REPAIR,L08 celda 14,72203896
JOINT REPAIR,L08 celda 14,72203897
JOINT REPAIR,L08 celda 14,72205127
JOINT REPAIR,L08 celda 14,72205128
JOINT REPAIR,L08 celda 14,72205129
JOINT REPAIR,L08 celda 14,72200146
JOINT REPAIR,L08 celda 14,72200149
JOINT REPAIR,L08 celda 14,72200150
JOINT REPAIR,L08 celda 14,72200151
JOINT REPAIR,L08 celda 14,72200152
JOINT REPAIR,L08 celda 14,72200154
JOINT REPAIR,L08 celda 14,72200155
JOINT REPAIR,L08 celda 14,72202980
JOINT REPAIR,L08 celda 14,72202981
JOINT REPAIR,L08 celda 14,72202982
JOINT REPAIR,L08 celda 14,72202983
JOINT REPAIR,L08 celda 14,72202984
JOINT REPAIR,L08 celda 14,72202985
JOINT REPAIR,L08 celda 14,14395
JOINT REPAIR,L08 celda 14,72202674
JOINT REPAIR,L08 celda 14,72202675
JOINT REPAIR,L08 celda 14,72202814
JOINT REPAIR,L08 celda 14,72202815
JOINT REPAIR,L08 celda 14,72202871
JOINT REPAIR,L08 celda 14,72200819
JOINT REPAIR,L08 celda 14,72200820
JOINT REPAIR,L08 celda 14,72202621
JOINT REPAIR,L08 celda 14,72202986
JOINT REPAIR,L08 celda 14,72203951
JOINT REPAIR,L08 celda 14,72203952
JOINT REPAIR,L08 celda 14,72201537
JOINT REPAIR,L08 celda 14,7210081
JOINT REPAIR,L08 celda 14,7210084
JOINT REPAIR,L08 celda 14,7210085
JOINT REPAIR,L08 celda 14,7210086
JOINT REPAIR,L08 celda 14,7210088
JOINT REPAIR,L08 celda 14,72201634
JOINT REPAIR,L08 celda 14,72201658
JOINT REPAIR,L08 celda 14,72202965
JOINT REPAIR,L08 celda 14,72203793
JOINT REPAIR,L08 celda 14,14617
JOINT REPAIR,L08 celda 14,12421
JOINT REPAIR,L08 celda 14,14623
JOINT REPAIR,L08 celda 14,7207220
JOINT REPAIR,L08 celda 14,7207256
JOINT REPAIR,L08 celda 14,7207258
JOINT REPAIR,L08 celda 14,7207259
JOINT REPAIR,L08 celda 14,7207260
JOINT REPAIR,L08 celda 14,7207261
JOINT REPAIR,L08 celda 14,7207262
JOINT REPAIR,L08 celda 14,7207263
JOINT REPAIR,L08 celda 14,7207264
JOINT REPAIR,L08 celda 14,7210760
JOINT REPAIR,L08 celda 14,7210764
JOINT REPAIR,L08 celda 14,7211138
JOINT REPAIR,L08 celda 14,72201201
JOINT REPAIR,L08 celda 14,72202189
JOINT REPAIR,L08 celda 14,72205316
JOINT REPAIR,L08 celda 14,72205317
JOINT REPAIR,L08 celda 14,72202868
JOINT REPAIR,L08 celda 14,7207030
JOINT REPAIR,L08 celda 14,7207248
JOINT REPAIR,L08 celda 14,7207249
JOINT REPAIR,L08 celda 14,7207301
JOINT REPAIR,L08 celda 14,7209410
JOINT REPAIR,L08 celda 14,7209411
JOINT REPAIR,L08 celda 14,7209412
JOINT REPAIR,L08 celda 14,7209413
JOINT REPAIR,L08 celda 14,10600
JOINT REPAIR,L08 celda 14,10610
JOINT REPAIR,L08 celda 14,10620
JOINT REPAIR,L08 celda 14,10630
JOINT REPAIR,L08 celda 14,10640
JOINT REPAIR,L08 celda 14,10650
JOINT REPAIR,L08 celda 14,10660
JOINT REPAIR,L08 celda 14,14202
JOINT REPAIR,L08 celda 14,14205
JOINT REPAIR,L08 celda 14,14206
JOINT REPAIR,L08 celda 14,14207
JOINT REPAIR,L08 celda 14,14208
JOINT REPAIR,L08 celda 14,14813
JOINT REPAIR,L08 celda 14,14814
JOINT REPAIR,L08 celda 14,72202507
JOINT REPAIR,L08 celda 14,7210122
JOINT REPAIR,L08 celda 14,7210126
JOINT REPAIR,L08 celda 14,4615
JOINT REPAIR,L08 celda 14,4616
JOINT REPAIR,L08 celda 14,4617
JOINT REPAIR,L08 celda 14,14407
JOINT REPAIR,L08 celda 14,7207247
JOINT REPAIR,L08 celda 14,7210118
JOINT REPAIR,L08 celda 14,7210120
JOINT REPAIR,L08 celda 14,7210121
JOINT REPAIR,L08 celda 14,13593
JOINT REPAIR,L08 celda 14,72202809
JOINT REPAIR,L08 celda 14,72202881
JOINT REPAIR,L08 celda 14,14394
JOINT REPAIR,L08 celda 14,14399
JOINT REPAIR,L08 celda 14,7205659
JOINT REPAIR,L08 celda 14,7210149
JOINT REPAIR,L08 celda 14,7210450
JOINT REPAIR,L08 celda 14,72200658
JOINT REPAIR,L08 celda 14,14718
JOINT REPAIR,L08 celda 14,7207227
JOINT REPAIR,L08 celda 14,7207228
JOINT REPAIR,L08 celda 14,7207229
JOINT REPAIR,L08 celda 14,7209950
JOINT REPAIR,L08 celda 14,12405
JOINT REPAIR,L08 celda 14,14719
JOINT REPAIR,L08 celda 14,14477
JOINT REPAIR,L08 celda 14,72203331
JOINT REPAIR,L08 celda 14,72202992
JOINT REPAIR,L08 celda 14,72202990
JOINT REPAIR,L08 celda 14,7209415
JOINT REPAIR,L08 celda 14,7209416
JOINT REPAIR,L08 celda 14,72205381
JOINT REPAIR,L08 celda 14,72205382
JOINT REPAIR,L08 celda 14,72205383
JOINT REPAIR,L08 celda 14,72205385
JOINT REPAIR,L08 celda 14,72205386
JOINT REPAIR,L08 celda 14,72205387
JOINT REPAIR,L08 celda 14,72205388
JOINT REPAIR,L08 celda 14,72205692
JOINT REPAIR,L08 celda 14,72205699
JOINT REPAIR,L08 celda 14,72205318
JOINT REPAIR,L08 celda 14,72205319
JOINT REPAIR,L08 celda 14,72205688
JOINT REPAIR,"L15,15.5 L16, L18 2.0",72202468
JOINT REPAIR,"L15,15.5 L16, L18 2.0",72202469
JOINT REPAIR,"L15,15.5 L16, L18 2.0",72202467
JOINT REPAIR,"L15,15.5 L16, L18 2.0",72203720
JOINT REPAIR,"L15,15.5 L16, L18 2.0",72203721
JOINT REPAIR,"L15,15.5 L16, L18 2.0",72203722
JOINT REPAIR,"L15,15.5 L16, L18 2.0",72201493
JOINT REPAIR,"L15,15.5 L16, L18 2.0",72201494
JOINT REPAIR,"L15,15.5 L16, L18 2.0",72201495
JOINT REPAIR,"L15,15.5 L16, L18 2.0",72201490
JOINT REPAIR,"L15,15.5 L16, L18 2.0",72201491
JOINT REPAIR,"L15,15.5 L16, L18 2.0",72201492
JOINT REPAIR,"L15,15.5 L16, L18 2.0",72203717
JOINT REPAIR,"L15,15.5 L16, L18 2.0",72203718
JOINT REPAIR,"L15,15.5 L16, L18 2.0",72203719
JOINT REPAIR,"L15,15.5 L16, L18 2.0",72205324
JOINT REPAIR,"L15,15.5 L16, L18 2.0",72205325
JOINT REPAIR,"L15,15.5 L16, L18 2.0",72205676
JOINT REPAIR,"L15,15.5 L16, L18 2.0",72205677
JOINT REPAIR,"L15,15.5 L16, L18 2.0",72203986
EXTERNAS,Banda 1,25050
EXTERNAS,Banda 1,24984
EXTERNAS,Banda 1,25048
EXTERNAS,Banda 1,28365
EXTERNAS,Banda 1,13379
EXTERNAS,Banda 1,18611
EXTERNAS,Banda 1,23581
EXTERNAS,Banda 1,94886
EXTERNAS,Banda 1,30588
EXTERNAS,Banda 1,30589
EXTERNAS,Banda 1,1550
EXTERNAS,Banda 1,9678
EXTERNAS,Banda 1,10375
EXTERNAS,Banda 1,10394
EXTERNAS,Banda 1,10470
EXTERNAS,Banda 1,11363
EXTERNAS,Banda 1,16885
EXTERNAS,Banda 1,16941
EXTERNAS,Banda 1,16942
EXTERNAS,Banda 1,16943
EXTERNAS,Banda 1,6283
EXTERNAS,Banda 1,10395
EXTERNAS,Banda 1,36398
EXTERNAS,Banda 1,12769
EXTERNAS,Banda 1,39388
EXTERNAS,Banda 1,29375
EXTERNAS,Banda 1,110000
EXTERNAS,Banda 1,12782
EXTERNAS,Banda 1,10370
EXTERNAS,Banda 1,16886
EXTERNAS,Banda 1,10389
EXTERNAS,Banda 1,16940
EXTERNAS,Banda 1,11787
EXTERNAS,Banda 1,11788
EXTERNAS,Banda 1,21380
EXTERNAS,Banda 1,29508
EXTERNAS,Banda 1,34236
EXTERNAS,Banda 1,86000
EXTERNAS,Banda 1,88000
EXTERNAS,Banda 1,113001
EXTERNAS,Banda 1,99000
EXTERNAS,Banda 1,37732
EXTERNAS,Banda 1,66558
EXTERNAS,Banda 1,66000
EXTERNAS,Banda 1,111000
EXTERNAS,Banda 1,111005
EXTERNAS,Banda 1,90500755
EXTERNAS,Banda 1,90500756
EXTERNAS,Banda 1,90500757
EXTERNAS,Banda 1,90500758
EXTERNAS,Banda 1,90500759
EXTERNAS,Banda 1,90500760
EXTERNAS,Banda 1,90500761
EXTERNAS,Banda 1,90500762
EXTERNAS,Banda 1,90500763
EXTERNAS,Banda 1,90500764
EXTERNAS,Banda 1,90500765
EXTERNAS,Banda 1,90500766
EXTERNAS,Banda 1,90500767
EXTERNAS,Banda 1,34374
EXTERNAS,Banda 1,12197
EXTERNAS,Banda 1,29863
EXTERNAS,Banda 1,15078
EXTERNAS,Banda 1,26546
EXTERNAS,Banda 1,29884
EXTERNAS,Banda 1,29995
EXTERNAS,Banda 1,46606
EXTERNAS,Banda 1,29994
EXTERNAS,Banda 1,46609
EXTERNAS,Banda 1,34581
EXTERNAS,Banda 1,46610
EXTERNAS,Banda 1,42000
EXTERNAS,Banda 1,13609
EXTERNAS,Banda 1,22163
EXTERNAS,Banda 1,11289
EXTERNAS,Banda 1,46607
EXTERNAS,Banda 1,21401
EXTERNAS,Banda 1,46611
EXTERNAS,Banda 1,86990
EXTERNAS,Banda 1,87015
EXTERNAS,Banda 1,87000
EXTERNAS,Banda 1,87020
EXTERNAS,Banda 1,87010
EXTERNAS,Banda 1,86985
EXTERNAS,Banda 1,86995
EXTERNAS,Banda 1,87005
EXTERNAS,Banda 1,16358
EXTERNAS,Banda 1,16701
EXTERNAS,Banda 1,22987
EXTERNAS,Banda 1,24822
EXTERNAS,Banda 1,24820
EXTERNAS,Banda 1,24821
EXTERNAS,Banda 1,14976
EXTERNAS,Banda 1,14977
EXTERNAS,Banda 1,34497
EXTERNAS,Banda 1,29553
EXTERNAS,Banda 1,15324
EXTERNAS,Banda 1,16913
EXTERNAS,Banda 1,63673
EXTERNAS,Banda 1,63674
EXTERNAS,Banda 1,16914
EXTERNAS,Banda 1,17644
EXTERNAS,Banda 1,17645
EXTERNAS,Banda 1,18273
EXTERNAS,Banda 1,23071
EXTERNAS,Banda 1,220000
EXTERNAS,Banda 1,48040
EXTERNAS,Banda 1,66970
EXTERNAS,Banda 1,66971
EXTERNAS,Banda 1,25110
EXTERNAS,Banda 1,206000
EXTERNAS,Banda 1,OM-8076NS
EXTERNAS,Banda 1,64953
EXTERNAS,Banda 1,34770
EXTERNAS,Banda 1,34894
EXTERNAS,Banda 1,39352
EXTERNAS,Banda 1,39353
EXTERNAS,Banda 1,41045
EXTERNAS,Banda 1,36873
EXTERNAS,Banda 1,30646
EXTERNAS,Banda 1,30647
EXTERNAS,Banda 1,16982
EXTERNAS,Banda 1,17331
EXTERNAS,Banda 1,17351
EXTERNAS,Banda 1,17357
EXTERNAS,Banda 1,17358
EXTERNAS,Banda 1,34731
EXTERNAS,Banda 1,34496
EXTERNAS,Banda 1,242101
EXTERNAS,Banda 1,242201
EXTERNAS,Banda 1,242401
EXTERNAS,Banda 1,27631
EXTERNAS,Banda 1,33509
EXTERNAS,Banda 1,33510
EXTERNAS,Banda 1,33839
EXTERNAS,Banda 1,33840
EXTERNAS,Banda 1,33841
EXTERNAS,Banda 1,64622
EXTERNAS,Banda 1,48214
EXTERNAS,Banda 1,49711
EXTERNAS,Banda 1,48221
EXTERNAS,Banda 1,48400
EXTERNAS,Banda 1,48401
EXTERNAS,Banda 1,25-1810NS
EXTERNAS,Banda 1,25-1811NS
EXTERNAS,Banda 1,25-2810NS
EXTERNAS,Banda 1,43177
EXTERNAS,Banda 1,55494
EXTERNAS,Banda 1,56088
EXTERNAS,Banda 1,56089
EXTERNAS,Banda 1,56087
EXTERNAS,Banda 1,56086
EXTERNAS,Banda 1,57407
EXTERNAS,Banda 1,62897
EXTERNAS,Banda 1,65203
EXTERNAS,Banda 1,72290110
EXTERNAS,Banda 1,72290111
EXTERNAS,Banda 1,85732
EXTERNAS,Banda 1,87544
EXTERNAS,Banda 1,87545
EXTERNAS,Banda 1,85875
EXTERNAS,Banda 1,33512
EXTERNAS,Banda 1,34474
EXTERNAS,Banda 1,29552
EXTERNAS,Banda 1,83034
EXTERNAS,Banda 1,85937
EXTERNAS,Banda 1,85936
EXTERNAS,Banda 1,83038
EXTERNAS,Banda 1,34730
EXTERNAS,Banda 1,34491
EXTERNAS,Banda 1,30520
EXTERNAS,Banda 1,14102
EXTERNAS,Banda 1,100043
EXTERNAS,Banda 1,14101
EXTERNAS,Banda 1,72205315
EXTERNAS,Banda 1,72205314
EXTERNAS,Banda 1,72205684
EXTERNAS,Banda 1,72205683
EXTERNAS,Banda 1,72203331
EXTERNAS,Banda 1,72200146
EXTERNAS,Banda 1,72200147
EXTERNAS,Banda 1,72200148
EXTERNAS,Banda 1,72200149
EXTERNAS,Banda 1,72200150
EXTERNAS,Banda 1,72200151
EXTERNAS,Banda 1,72200152
EXTERNAS,Banda 1,72200153
EXTERNAS,Banda 1,72200154
EXTERNAS,Banda 1,72200155
EXTERNAS,Banda 1,7207315
EXTERNAS,Banda 1,72200419
EXTERNAS,Banda 1,7210423
EXTERNAS,Banda 1,7210424
EXTERNAS,Banda 1,7210425
EXTERNAS,Banda 1,7210427
EXTERNAS,Banda 1,7210426
EXTERNAS,Banda 1,72200418
EXTERNAS,Banda 1,72201076
EXTERNAS,Banda 1,7209874
EXTERNAS,Banda 1,7209485
EXTERNAS,Banda 1,7210752
EXTERNAS,Banda 1,7209216
EXTERNAS,Banda 1,72202799
EXTERNAS,Banda 1,7210153
EXTERNAS,Banda 1,7207738
EXTERNAS,Banda 1,7209236
EXTERNAS,Banda 1,7209235
EXTERNAS,Banda 1,7209237
EXTERNAS,Banda 1,7209234
EXTERNAS,Banda 1,7208678
EXTERNAS,Banda 1,7210693
EXTERNAS,Banda 1,72201201
EXTERNAS,Banda 1,7211138
EXTERNAS,Banda 1,14859
EXTERNAS,Banda 1,72202998
EXTERNAS,Banda 1,72202868
EXTERNAS,Banda 1,7207220
EXTERNAS,Banda 1,72201594
EXTERNAS,Banda 1,7207221
EXTERNAS,Banda 1,7211137
EXTERNAS,Banda 1,72202810
EXTERNAS,Banda 1,72202871
EXTERNAS,Banda 1,72202815
EXTERNAS,Banda 1,72202009
EXTERNAS,Banda 1,7205659
EXTERNAS,Banda 1,7207284
EXTERNAS,Banda 1,72202189
EXTERNAS,Banda 1,72202389
EXTERNAS,Banda 1,72202881
EXTERNAS,Banda 1,72202814
EXTERNAS,Banda 1,72202818
EXTERNAS,Banda 1,72203785
EXTERNAS,Banda 1,72203786
EXTERNAS,Banda 1,72203793
EXTERNAS,Banda 1,72201537
EXTERNAS,Banda 1,72200658
EXTERNAS,Banda 1,7207030
EXTERNAS,Banda 1,7207248
EXTERNAS,Banda 1,7207301
EXTERNAS,Banda 1,7207001
EXTERNAS,Banda 1,7207002
EXTERNAS,Banda 1,7207007
EXTERNAS,Banda 1,7209411
EXTERNAS,Banda 1,7207005
EXTERNAS,Banda 1,7207008
EXTERNAS,Banda 1,7207247
EXTERNAS,Banda 1,7209412
EXTERNAS,Banda 1,7207004
EXTERNAS,Banda 1,7207009
EXTERNAS,Banda 1,7207006
EXTERNAS,Banda 1,7209409
EXTERNAS,Banda 1,7207003
EXTERNAS,Banda 1,7209779
EXTERNAS,Banda 1,7209413
EXTERNAS,Banda 1,7207257
EXTERNAS,Banda 1,7209410
EXTERNAS,Banda 1,7210080
EXTERNAS,Banda 1,7210082
EXTERNAS,Banda 1,7210081
EXTERNAS,Banda 1,7210083
EXTERNAS,Banda 1,7210084
EXTERNAS,Banda 1,7210085
EXTERNAS,Banda 1,72203330
EXTERNAS,Banda 1,7210086
EXTERNAS,Banda 1,7210087
EXTERNAS,Banda 1,7210088
EXTERNAS,Banda 1,72200839
EXTERNAS,Banda 1,72200840
EXTERNAS,Banda 1,72200841
EXTERNAS,Banda 1,72200842
EXTERNAS,Banda 1,7210149
EXTERNAS,Banda 1,72200134
EXTERNAS,Banda 1,72201206
EXTERNAS,Banda 1,72201207
EXTERNAS,Banda 1,72201208
EXTERNAS,Banda 1,72201209
EXTERNAS,Banda 1,72201210
EXTERNAS,Banda 1,72201211
EXTERNAS,Banda 1,72200027
EXTERNAS,Banda 1,72202825
EXTERNAS,Banda 1,72201811
EXTERNAS,Banda 1,72201406
EXTERNAS,Banda 1,72201407
EXTERNAS,Banda 1,72203160
EXTERNAS,Banda 1,72202675
EXTERNAS,Banda 1,72202674
EXTERNAS,Banda 1,72201361
EXTERNAS,Banda 1,72202040
EXTERNAS,Banda 1,72202039
EXTERNAS,Banda 1,72202038
EXTERNAS,Banda 1,72202082
EXTERNAS,Banda 1,7210121
EXTERNAS,Banda 1,7210122
EXTERNAS,Banda 1,7207197
EXTERNAS,Banda 1,7210126
EXTERNAS,Banda 1,7204895
EXTERNAS,Banda 1,7204896
EXTERNAS,Banda 1,7205360
EXTERNAS,Banda 1,72201658
EXTERNAS,Banda 1,72201634
EXTERNAS,Banda 1,72203855
EXTERNAS,Banda 1,72203856
EXTERNAS,Banda 1,14396
EXTERNAS,Banda 1,14395
EXTERNAS,Banda 1,14508
EXTERNAS,Banda 1,14394
EXTERNAS,Banda 1,72204669
EXTERNAS,Banda 1,72202807
EXTERNAS,Banda 1,72202809
EXTERNAS,Banda 1,14399
EXTERNAS,Banda 1,72203123
EXTERNAS,Banda 1,7207222
EXTERNAS,Banda 1,72202879
EXTERNAS,Banda 1,14200
EXTERNAS,Banda 1,14203
EXTERNAS,Banda 1,7207186
EXTERNAS,Banda 1,14204
EXTERNAS,Banda 1,14201
EXTERNAS,Banda 1,7207263
EXTERNAS,Banda 1,7207258
EXTERNAS,Banda 1,7207260
EXTERNAS,Banda 1,7207264
EXTERNAS,Banda 1,7207261
EXTERNAS,Banda 1,7207256
EXTERNAS,Banda 1,7207262
EXTERNAS,Banda 1,7207259
EXTERNAS,Banda 1,7208717
EXTERNAS,Banda 1,7209105
EXTERNAS,Banda 1,1107229
EXTERNAS,Banda 1,1107239
EXTERNAS,Banda 1,1107249
EXTERNAS,Banda 1,1107259
EXTERNAS,Banda 1,1107269
EXTERNAS,Banda 1,1107279
EXTERNAS,Banda 1,7205485
EXTERNAS,Banda 1,7205488
EXTERNAS,Banda 1,7207249
EXTERNAS,Banda 1,7207695
EXTERNAS,Banda 1,4615
EXTERNAS,Banda 1,10650
EXTERNAS,Banda 1,14407
EXTERNAS,Banda 1,7205650
EXTERNAS,Banda 1,7209987
EXTERNAS,Banda 1,7209988
EXTERNAS,Banda 1,7210131
EXTERNAS,Banda 1,7210143
EXTERNAS,Banda 1,72202798
EXTERNAS,Banda 1,72202982
EXTERNAS,Banda 1,13186
EXTERNAS,Banda 1,7205651
EXTERNAS,Banda 1,7210132
EXTERNAS,Banda 1,7210144
EXTERNAS,Banda 1,7210170
EXTERNAS,Banda 1,72200436
EXTERNAS,Banda 1,72202983
EXTERNAS,Banda 1,4617
EXTERNAS,Banda 1,10640
EXTERNAS,Banda 1,7205640
EXTERNAS,Banda 1,7205652
EXTERNAS,Banda 1,7210133
EXTERNAS,Banda 1,7210145
EXTERNAS,Banda 1,72200437
EXTERNAS,Banda 1,72200843
EXTERNAS,Banda 1,72202797
EXTERNAS,Banda 1,72202984
EXTERNAS,Banda 1,10620
EXTERNAS,Banda 1,12405
EXTERNAS,Banda 1,14725
EXTERNAS,Banda 1,7205641
EXTERNAS,Banda 1,7205653
EXTERNAS,Banda 1,7207227
EXTERNAS,Banda 1,7210134
EXTERNAS,Banda 1,7210146
EXTERNAS,Banda 1,72200439
EXTERNAS,Banda 1,72200844
EXTERNAS,Banda 1,72202985
EXTERNAS,Banda 1,14617
EXTERNAS,Banda 1,14623
EXTERNAS,Banda 1,14893
EXTERNAS,Banda 1,7205642
EXTERNAS,Banda 1,7205654
EXTERNAS,Banda 1,7207228
EXTERNAS,Banda 1,7207328
EXTERNAS,Banda 1,7209107
EXTERNAS,Banda 1,7210135
EXTERNAS,Banda 1,7210147
EXTERNAS,Banda 1,72200440
EXTERNAS,Banda 1,14719
EXTERNAS,Banda 1,7205643
EXTERNAS,Banda 1,7205655
EXTERNAS,Banda 1,7207229
EXTERNAS,Banda 1,7207329
EXTERNAS,Banda 1,7209108
EXTERNAS,Banda 1,7210136
EXTERNAS,Banda 1,7210148
EXTERNAS,Banda 1,10630
EXTERNAS,Banda 1,14718
EXTERNAS,Banda 1,7205644
EXTERNAS,Banda 1,7205656
EXTERNAS,Banda 1,7207327
EXTERNAS,Banda 1,7209204
EXTERNAS,Banda 1,7209950
EXTERNAS,Banda 1,7209985
EXTERNAS,Banda 1,7210137
EXTERNAS,Banda 1,14477
EXTERNAS,Banda 1,7205645
EXTERNAS,Banda 1,7205657
EXTERNAS,Banda 1,7207326
EXTERNAS,Banda 1,7209986
EXTERNAS,Banda 1,7210138
EXTERNAS,Banda 1,7210154
EXTERNAS,Banda 1,7210450
EXTERNAS,Banda 1,7205646
EXTERNAS,Banda 1,7207325
EXTERNAS,Banda 1,7207925
EXTERNAS,Banda 1,7209991
EXTERNAS,Banda 1,7210139
EXTERNAS,Banda 1,72202796
EXTERNAS,Banda 1,4616
EXTERNAS,Banda 1,10600
EXTERNAS,Banda 1,7205647
EXTERNAS,Banda 1,7207324
EXTERNAS,Banda 1,7207926
EXTERNAS,Banda 1,7210118
EXTERNAS,Banda 1,7210140
EXTERNAS,Banda 1,10610
EXTERNAS,Banda 1,7205648
EXTERNAS,Banda 1,7207940
EXTERNAS,Banda 1,7209217
EXTERNAS,Banda 1,7209352
EXTERNAS,Banda 1,7210120
EXTERNAS,Banda 1,7210141
EXTERNAS,Banda 1,72202980
EXTERNAS,Banda 1,10660
EXTERNAS,Banda 1,12421
EXTERNAS,Banda 1,13593
EXTERNAS,Banda 1,14771
EXTERNAS,Banda 1,7205649
EXTERNAS,Banda 1,7207323
EXTERNAS,Banda 1,7209218
EXTERNAS,Banda 1,7209984
EXTERNAS,Banda 1,7210142
EXTERNAS,Banda 1,7210490
EXTERNAS,Banda 1,72202981
EXTERNAS,Banda 1,72205022
EXTERNAS,Banda 1,72205169
EXTERNAS,Banda 1,72205267
EXTERNAS,Banda 1,72204988
EXTERNAS,Banda 1,72205127
EXTERNAS,Banda 1,72205128
EXTERNAS,Banda 1,72205129
EXTERNAS,Banda 1,7210764
EXTERNAS,Banda 1,72202507
EXTERNAS,Banda 1,72202992
EXTERNAS,Banda 1,72202990
EXTERNAS,Banda 1,14208
EXTERNAS,Banda 1,7207250
EXTERNAS,Banda 1,7209414
EXTERNAS,Banda 1,7209415
EXTERNAS,Banda 1,7209416
EXTERNAS,Banda 1,14813
EXTERNAS,Banda 1,14206
EXTERNAS,Banda 1,7210760
EXTERNAS,Banda 1,14814
EXTERNAS,Banda 1,14207
EXTERNAS,Banda 1,14202
EXTERNAS,Banda 1,14205
EXTERNAS,Banda 1,72205316
EXTERNAS,Banda 1,72205317
EXTERNAS,Banda 1,72205020
EXTERNAS,Banda 1,72205021
EXTERNAS,Banda 1,72202595
EXTERNAS,Banda 1,72202597
EXTERNAS,Banda 1,72202599
EXTERNAS,Banda 1,72202602
EXTERNAS,Banda 1,72202605
EXTERNAS,Banda 1,72202608
EXTERNAS,Banda 1,72202623
EXTERNAS,Banda 1,72202624
